,Document,Topic,handle,color,date,tweet,topic_name,member,party
2491,USCG Happy 232nd birthday U.S. Coast Guard ⚓ 🇺🇸 🎂 Today celebrate Coast Guard 232 years honorable courageous servic…,12,RepMattGaetz,red,2022-08-04,"RT @USCG: Happy 232nd birthday, U.S. Coast Guard! ⚓ 🇺🇸 🎂

Today we celebrate the Coast Guard’s 232 years of honorable and courageous servic…",Congratulations,Matt Gaetz,Republican
2492,Episode 65 LIVE Spy Games Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-08-03,Episode 65 LIVE: Spy Games – Firebrand with Matt Gaetz https://t.co/GNYrSvqJZ5,Firebrand,Matt Gaetz,Republican
2493,Firebrand_Pod Episode 64 LIVE Truth Bombs feat Rep. Devin Nunes Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-08-02,"RT @Firebrand_Pod: Episode 64 LIVE: Truth Bombs (feat. Rep. Devin Nunes) – Firebrand with Matt Gaetz
https://t.co/kcUN5Zw7NX",Firebrand,Matt Gaetz,Republican
2494,Episode 64 LIVE Truth Bombs feat Rep. Devin Nunes Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-29,Episode 64 LIVE: Truth Bombs (feat. Rep. Devin Nunes) – Firebrand with Matt Gaetz https://t.co/NLotEDw2pe,Firebrand,Matt Gaetz,Republican
2498,Firebrand_Pod Episode 63 LIVE Offended Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-26,"RT @Firebrand_Pod: Episode 63 LIVE: Be Offended – Firebrand with Matt Gaetz
https://t.co/xvz5QkmdBN",Firebrand,Matt Gaetz,Republican
2499,Episode 63 LIVE Offended Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-26,Episode 63 LIVE: Be Offended – Firebrand with Matt Gaetz https://t.co/0YksYbT3p8,Firebrand,Matt Gaetz,Republican
2500,Firebrand_Pod Episode 62 LIVE Deep State Secrets feat Dr. Darren J. Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-22,"RT @Firebrand_Pod: Episode 62 LIVE: Deep State Secrets (feat. Dr. Darren J. Beattie) – Firebrand with Matt Gaetz
https://t.co/pFW5yvGHL3",Firebrand,Matt Gaetz,Republican
2501,Episode 62 LIVE Deep State Secrets feat Dr. Darren J. Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-21,Episode 62 LIVE: Deep State Secrets (feat. Dr. Darren J. Beattie) – Firebrand with Matt Gaetz https://t.co/TPBop3u5jr,Firebrand,Matt Gaetz,Republican
2502,Firebrand_Pod Episode 61 LIVE Overeducated Elites Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-21,"RT @Firebrand_Pod: Episode 61 LIVE: Overeducated Elites – Firebrand with Matt Gaetz
https://t.co/cyvjucou48",Firebrand,Matt Gaetz,Republican
2503,Episode 61 LIVE Overeducated Elites Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-20,Episode 61 LIVE: Overeducated Elites – Firebrand with Matt Gaetz https://t.co/tXVQbaZEnL,Firebrand,Matt Gaetz,Republican
2505,Episode 60 LIVE Vax Service feat MSgt Nick Kupper Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-15,"Episode 60 LIVE: No Vax, No Service (feat. MSgt. Nick Kupper) – Firebrand with Matt Gaetz https://t.co/oMlqaawdM8",Firebrand,Matt Gaetz,Republican
2506,Episode 59 LIVE Fight Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-13,Episode 59 LIVE: The Will To Fight – Firebrand with Matt Gaetz https://t.co/f1mhpmqOZi,Firebrand,Matt Gaetz,Republican
2507,Firebrand_Pod Episode 58 LIVE Control feat Rep. AnthonySabatini Firebrand RepMattGaetz,8,RepMattGaetz,red,2022-07-13,"RT @Firebrand_Pod: Episode 58 LIVE: Who Is In Control? (feat. Rep. @AnthonySabatini) – Firebrand with @RepMattGaetz

https://t.co/Kun00x5hqo",Firebrand,Matt Gaetz,Republican
2508,Episode 58 LIVE Control feat Anthony Sabatini Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-07-12,Episode 58 LIVE: Who Is In Control? (feat. Anthony Sabatini) – Firebrand with Matt Gaetz https://t.co/rUsnvLO7Cg,Firebrand,Matt Gaetz,Republican
2510,Firebrand_Pod Episode 57 LIVE Life Wins Firebrand RepMattGaetz RoeVWade,8,RepMattGaetz,red,2022-06-25,"RT @Firebrand_Pod: Episode 57 LIVE: Life Wins – Firebrand with @RepMattGaetz 

#RoeVWade 

https://t.co/pB1rwp8ElP",Firebrand,Matt Gaetz,Republican
2511,Episode 57 LIVE Life Wins Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-24,Episode 57 LIVE: Life Wins – Firebrand with Matt Gaetz https://t.co/KFR7D1b0XE,Firebrand,Matt Gaetz,Republican
2513,Firebrand_Pod Episode 56 LIVE Soldiers Guns Narcos Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-24,"RT @Firebrand_Pod: Episode 56 LIVE: Soldiers, Guns, &amp; Narcos – Firebrand with Matt Gaetz

https://t.co/uebxoEYfob",Firebrand,Matt Gaetz,Republican
2514,Episode 56 LIVE Soldiers Guns Narcos Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-23,"Episode 56 LIVE: Soldiers, Guns, &amp; Narcos – Firebrand with Matt Gaetz https://t.co/wgz5gVFMiX",Firebrand,Matt Gaetz,Republican
2515,Episode 55 LIVE National Malaise feat Rep. Anthony Sabatini Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-21,Episode 55 LIVE: National Malaise (feat. Rep. Anthony Sabatini) – Firebrand with Matt Gaetz https://t.co/cjxoFWF6HO,Firebrand,Matt Gaetz,Republican
2516,Firebrand_Pod Episode 54 LIVE Full Boebert Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-17,"RT @Firebrand_Pod: Episode 54 LIVE: Full Boebert – Firebrand with Matt Gaetz

https://t.co/xYGau0Bb49",Firebrand,Matt Gaetz,Republican
2517,Episode 54 LIVE Full Boebert Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-16,Episode 54 LIVE: Full Boebert – Firebrand with Matt Gaetz https://t.co/d1KMFz01ic,Firebrand,Matt Gaetz,Republican
2518,Episode 53 LIVE Race Card Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-15,Episode 53 LIVE: The Race Card – Firebrand with Matt Gaetz https://t.co/r39gG6bqXI,Firebrand,Matt Gaetz,Republican
2519,Episode 52 LIVE Made America Coups Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-14,Episode 52 LIVE: Made In America Coups – Firebrand with Matt Gaetz https://t.co/xpuJ10LmfU,Firebrand,Matt Gaetz,Republican
2520,Firebrand_Pod Episode 51 LIVE Revolver News Roundup feat Darren Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-13,"RT @Firebrand_Pod: Episode 51 LIVE: Revolver News Roundup (feat. Darren Beattie) – Firebrand with Matt Gaetz

https://t.co/UDbrfERuCR",Firebrand,Matt Gaetz,Republican
2521,Episode 51 LIVE Revolver News Roundup feat Darren Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-09,Episode 51 LIVE: Revolver News Roundup (feat. Darren Beattie) – Firebrand with Matt Gaetz https://t.co/KyP0qv2EvS,Firebrand,Matt Gaetz,Republican
2522,Firebrand_Pod Episode 50 LIVE Shall Infringed Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-09,"RT @Firebrand_Pod: Episode 50 LIVE: Shall Not Be Infringed – Firebrand with Matt Gaetz

https://t.co/Zk8jlPHMYi",Firebrand,Matt Gaetz,Republican
2524,Episode 50 LIVE Shall Infringed Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-08,Episode 50 LIVE: Shall Not Be Infringed – Firebrand with Matt Gaetz https://t.co/apE4XlP4q5,Firebrand,Matt Gaetz,Republican
2525,Episode 49 LIVE Warned Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-07,Episode 49 LIVE: We Warned You – Firebrand with Matt Gaetz https://t.co/M1TDrPgvqy,Firebrand,Matt Gaetz,Republican
2526,Firebrand_Pod Episode 48 LIVE n't Take Guns Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-05,"RT @Firebrand_Pod: Episode 48 LIVE: Don't Take My Guns – Firebrand with Matt Gaetz

https://t.co/FSqr4Cr5M6",Firebrand,Matt Gaetz,Republican
2528,Episode 48 LIVE n't Take Guns Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-03,Episode 48 LIVE: Don't Take My Guns – Firebrand with Matt Gaetz https://t.co/Ohht66DnAO,Firebrand,Matt Gaetz,Republican
2530,Episode 47 Recordings Hell Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-06-02,Episode 47: Recordings From Hell – Firebrand with Matt Gaetz https://t.co/zEazq498Pf,Firebrand,Matt Gaetz,Republican
2531,Firebrand_Pod Episode 46 Dark Days Ahead Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-27,"RT @Firebrand_Pod: Episode 46: Dark Days Ahead – Firebrand with Matt Gaetz

https://t.co/UZT4bVJg4Z",Firebrand,Matt Gaetz,Republican
2532,Episode 46 Dark Days Ahead Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-26,Episode 46: Dark Days Ahead – Firebrand with Matt Gaetz https://t.co/78GPJoeINs,Firebrand,Matt Gaetz,Republican
2533,Firebrand_Pod Episode 45 Bushes Losing feat Darren Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-21,"RT @Firebrand_Pod: Episode 45: The Bushes Are Losing It (feat. Darren Beattie) – Firebrand with Matt Gaetz

https://t.co/CSL9QuVzlu",Firebrand,Matt Gaetz,Republican
2534,Episode 45 Bushes Losing feat Darren Beattie Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-19,Episode 45: The Bushes Are Losing It (feat. Darren Beattie) – Firebrand with Matt Gaetz https://t.co/9GRrQHF7fJ,Firebrand,Matt Gaetz,Republican
2535,Firebrand_Pod Episode 44 LIVE Voting Problems feat RepAndyBiggsAZ RepChipRoy Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-19,"RT @Firebrand_Pod: Episode 44 LIVE: Voting Problems (feat. @RepAndyBiggsAZ &amp; @RepChipRoy) – Firebrand with Matt Gaetz

https://t.co/1cQ5a0I…",Firebrand,Matt Gaetz,Republican
2536,Episode 44 Voting Problems Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-18,Episode 44: Voting Problems – Firebrand with Matt Gaetz https://t.co/U3bVtIS9Sm,Firebrand,Matt Gaetz,Republican
2537,Episode 43 Educate Eradicate Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-16,"Episode 43: Educate, Don’t Eradicate – Firebrand with Matt Gaetz https://t.co/zipfSR1fuv",Firebrand,Matt Gaetz,Republican
2538,Episode 42 LIVE Ultra MAGA Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-11,Episode 42 LIVE: Ultra MAGA – Firebrand with Matt Gaetz https://t.co/SdqVE8yukq,Firebrand,Matt Gaetz,Republican
2539,Episode 41 LIVE Pro-Life Pro-Living Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-05-10,"Episode 41 LIVE: Pro-Life, Pro-Living – Firebrand with Matt Gaetz https://t.co/7fJkfl97IF",Firebrand,Matt Gaetz,Republican
2540,Episode 40 LIVE Burned Biden Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-29,Episode 40 LIVE: Burned By Biden – Firebrand with Matt Gaetz https://t.co/7lTDCtzV1H,Firebrand,Matt Gaetz,Republican
2541,Episode 39 Biden Military Purge feat Active Duty Service Members Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-28,Episode 39: Biden’s Military Purge (feat. Active Duty Service Members) – Firebrand with Matt Gaetz https://t.co/ywk3R8ELuR,Firebrand,Matt Gaetz,Republican
2545,Firebrand_Pod today LIVE episode Firebrand_Pod Rep. Matt Gaetz RepMTG respond JimmyKimmel threat rea…,8,RepMattGaetz,red,2022-04-12,"RT @Firebrand_Pod: In today’s LIVE episode of @Firebrand_Pod, Rep. Matt Gaetz and @RepMTG respond to @JimmyKimmel's threat against her, rea…",Firebrand,Matt Gaetz,Republican
2546,LIVE Episode 37 Unwoke feat Rep. Marjorie Taylor Greene Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-07,LIVE - Episode 37: Unwoke (feat. Rep. Marjorie Taylor Greene) – Firebrand with Matt Gaetz https://t.co/4o4eUiegr2,Firebrand,Matt Gaetz,Republican
2547,LIVE Episode 36 Beat Big Tech feat Rep. Ken Buck Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-06,LIVE - Episode 36: How to Beat Big Tech (feat. Rep. Ken Buck) – Firebrand with Matt Gaetz https://t.co/M8UB4axhOZ,Firebrand,Matt Gaetz,Republican
2548,LIVE Episode 35 Woke Deterrence –Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-04,LIVE - Episode 35: Woke Deterrence –Firebrand with Matt Gaetz https://t.co/wtOtMeh7Ec,Firebrand,Matt Gaetz,Republican
2549,LIVE Episode 34 Laptop Hell feat Vish Burra Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-04-01,LIVE - Episode 34: Laptop From Hell (feat. Vish Burra) – Firebrand with Matt Gaetz https://t.co/4WWVgdCbMm,Firebrand,Matt Gaetz,Republican
2550,LIVE Episode 33 Biden America Crisis feat Rep. Andy Biggs Firebrand Matt Gaetz,8,RepMattGaetz,red,2022-03-31,LIVE - Episode 33: Biden &amp; America in Crisis (feat. Rep. Andy Biggs) – Firebrand with Matt Gaetz https://t.co/wGzMJTTX8a,Firebrand,Matt Gaetz,Republican
2551,Firebrand_Pod today episode Firebrand_Pod Rep. Matt Gaetz bring us exclusive report U.S.-Mexico border sh…,8,RepMattGaetz,red,2022-03-25,"RT @Firebrand_Pod: In today's episode of @Firebrand_Pod, Rep. Matt Gaetz brings us an exclusive report from the U.S.-Mexico border with @sh…",Firebrand,Matt Gaetz,Republican
2553,fund water project like Central Utah Project build transportation systems like High Valley Transit modernize wildfire policy expert commission infrastructure bill deliver Utah since sign law 1 year ago today,11,SenatorRomney,red,2022-11-15,"From funding water projects like the Central Utah Project to building transportation systems like High Valley Transit and modernizing wildfire policy through an expert commission, our infrastructure bill has been delivering for Utah since it was signed into law 1 year ago today.",Utah,Mitt Romney,Republican
2555,Veterans deserve deepest appreciation respect—having sacrifice freedoms ideals VeteransDay honor brave members arm force reflect upon immeasurable value service country Thank today every day 🇺🇸,9,SenatorRomney,red,2022-11-11,"Veterans deserve our deepest appreciation and respect—having sacrificed for our freedoms and ideals. On #VeteransDay, we honor those brave members of our armed forces and reflect upon the immeasurable value of their service to our country. Thank you today, and every day 🇺🇸",MemorialDay,Mitt Romney,Republican
